Phishing attack,Age_Link_Meta,RegLen_PageRank,URLLen_ContentLen,Subdomain_URLLen,RespTime_Link_Meta,RespTime_Traffic,Subdomain_Age
0,3320.337156,4050,507042,136,997.3720364,68062940,24036
0,1039.230642,0,504553,196,104.7478504,91567,5040
0,1614.997227,17073,927525,225,552.9932366,23899602,9804
0,3503.961634,3195,137284,0,1010.195934,133408352,0
1,4430.0167,0,644914,43,599.3817102,56029974,5898
1,4593.196636,0,33345,260,2518.399775,140166080,19756
1,1387.124857,11370,60150,0,451.1668764,46635625,0
0,5094.505899,6392,505190,140,3705.595257,352523030,11114
0,1622.28849,0,155880,0,1194.702228,281207551,0
1,559.2042988,405,426708,72,3187.646655,254590000,1228
0,358.2467916,4340,997164,54,194.0781631,225690759,5366
0,5635.629965,21228,69270,20,3345.148929,325411290,14000
0,79.62805531,0,162551,53,138.2987578,18125444,1611
0,270.9789383,6482,1003816,352,1575.9822,60285231,1108
1,607.1212344,6885,997128,176,574.8354475,32666861,3272
0,4835.313597,4064,1387488,192,2050.252175,33454460,13674
1,2188.741995,14588,93984,33,2141.076058,244636748,13500
1,2715.061379,18468,282480,0,2072.387335,6552562,0
1,900.2727346,8799,261855,23,620.3989867,33946416,1232
1,2608.134665,3220,780012,282,2815.176206,132410088,7974
0,1302.277597,0,78888,38,453.5704372,108864717,4591
1,218.6901799,7480,1014860,0,1844.943131,129392760,0
0,658.5306545,15500,71700,100,635.1867816,210297927,11284
0,1356.56374,4692,1166686,292,1281.057491,379027502,17032
0,3311.795544,4084,134159,23,1018.113825,178813362,6509
1,3415.774711,6572,390832,208,928.7487554,2807772,14064
0,192.284263,1358,691136,256,196.9570929,198531380,14320
1,709.6833556,0,269320,0,1588.396024,240296700,0
1,570.0901408,3108,1198755,340,666.8804246,74180160,9848
0,659.137385,28352,1772088,282,349.9666438,148745315,10809
1,176.9215311,5904,706306,152,4.137782088,2770317,5644
0,4716.546874,7746,492739,116,1165.957098,115142463,21472
1,1751.057006,0,1592220,170,1065.823685,72122256,12312
0,325.5750975,23792,678316,92,151.7623761,182181376,4651
1,2284.471256,16079,415530,54,1747.223415,105687912,2934
1,5298.769909,2064,656966,47,3272.724437,306418454,6894
1,828.4803537,18145,13685,51,1538.366399,239156591,7398
1,224.398551,10152,133080,96,246.5141977,200053614,7752
1,1694.252401,0,254638,38,257.7210756,38266762,6265
1,242.9041472,19956,668997,147,500.9337241,376782004,5685
1,4208.745217,8352,869915,380,3988.381671,278829110,16960
1,733.6865298,6770,797500,150,1960.372116,53211520,3219
0,4856.513019,11193,152031,51,599.5695085,37285120,5184
1,2728.904949,14865,75504,88,688.7851637,143449968,13938
1,39.49025287,16338,470088,108,32.73727282,38286201,2421
0,141.9278329,7000,95366,41,3265.866262,224965360,186
1,1875.151064,2332,88704,0,523.5003964,82220037,0
1,749.1389865,18846,51832,0,236.1478672,8493380,0
1,213.9020425,5772,283424,0,22.54793452,3547484,0
0,1438.565582,3054,362700,144,2775.401231,357478464,8824
0,213.0247827,0,579968,256,29.54946544,81394720,25376
1,2573.338721,0,29800,120,985.7955809,77843656,10674
1,522.2087531,23004,864424,76,66.83837318,10095963,961
0,1091.728518,10260,283560,0,168.8072641,36948080,0
1,345.1996562,12312,26928,36,2293.449771,153512685,657
1,47.80688021,1128,546552,144,134.4710114,9720343,844
0,3258.415899,7479,115092,207,184.1758195,24242799,18948
0,2625.528121,3549,202032,144,1760.36332,3653987,10840
1,424.4598969,8735,783678,0,189.707968,184935030,0
1,1801.47493,14976,121539,132,875.9345493,103674868,22080
1,4069.952822,0,211923,0,2888.949624,217535850,0
1,1249.188778,2880,391293,189,490.359527,43275618,4425
0,856.0454559,14103,756580,304,1322.202782,26121018,11224
0,558.6627981,8788,195101,37,2142.019443,175788190,778
1,592.3928392,4972,368456,0,292.6125483,60272512,0
1,1362.803206,3042,1363768,142,455.2352918,27364280,11268
0,3215.072372,976,523026,0,1610.619695,293492832,0
1,81.77066888,32787,86789,59,293.8125119,8039402,1106
1,1605.346233,-1062,354705,0,3735.498009,325862784,0
0,4263.833455,4479,766099,183,3412.322448,244118460,16299
0,1027.005802,6099,1193130,270,650.6994883,325441889,20346
0,765.8304337,9225,958914,0,1632.653418,338682675,0
1,6325.04483,9855,236158,62,2379.136441,2448222,6548
1,3370.873571,6176,199225,100,1530.291977,156786840,19120
1,2945.913616,0,213672,116,4942.144571,23339484,5900
0,2610.883493,842,1050510,0,1906.109947,303143256,0
1,331.5475005,1118,761616,258,60.98520576,72711168,16701
1,804.1787627,2949,881600,0,505.9477624,270050710,0
1,744.8285689,23202,701556,0,1090.17897,87224280,0
1,1685.259431,15760,1130400,80,955.8049362,211705681,5450
1,238.067352,2564,166976,64,696.3470046,65337948,240
1,3922.923592,24120,134136,0,14.69259772,236984,0
1,1146.81071,1530,302848,256,2402.173367,146898974,6212
1,447.1978221,3700,537342,0,343.778868,33421398,0
1,4310.60857,13105,998546,0,1148.013218,117603174,0
1,2417.139064,0,143716,114,1585.725729,28880176,14766
0,3252.446673,20174,50112,116,414.4044024,15866004,7252
1,2451.46639,8616,705528,0,1988.010692,21282936,0
1,496.4197969,12472,587290,165,2230.559129,25357696,2907
1,1497.721696,11700,800007,0,612.2142521,99818886,0
1,971.0364765,0,235629,54,3106.071806,67338054,2808
1,6718.316225,10029,167926,88,835.4332713,63328666,27760
1,3692.658156,6144,211354,22,2487.594889,232110350,4290
1,2726.595288,29088,660864,0,2003.670447,887649,0
1,455.9915574,16002,755136,152,288.9451453,198566720,22220
0,4534.718951,21371,1261986,0,1095.857236,98774013,0
0,2220.626821,24150,784025,55,171.5060817,1422512,4713
0,15.334505,773,542494,37,1.428854607,35806131,4926
0,786.8471384,19572,437070,0,2212.717564,68382268,0
0,2106.28324,17508,771203,159,1754.970692,98806546,11907
1,1094.363325,22792,977530,201,991.3861348,249934986,8895
0,2248.395733,5442,197232,36,636.2083416,45464188,13698
1,1234.158406,17220,8066,296,1168.534203,325317888,13992
1,1573.23656,1580,461084,156,399.1955463,162609216,21849
1,828.5781353,-2450,944020,165,2660.763508,210621270,3096
0,658.6717889,9924,255351,141,1129.702786,289497038,5634
1,5846.940455,29394,623968,272,2445.350705,260126428,27124
1,2237.715166,0,519552,0,1973.225353,247435435,0
0,1332.555953,17770,1052946,248,491.357772,78480534,13484
1,3347.855314,15162,52560,96,1956.396733,114152878,13464
0,1616.247475,0,242325,180,1312.570685,183499650,23716
1,1126.657376,2250,1099768,344,397.573125,35420972,7504
1,3233.750631,6520,1047640,88,1451.166918,7205550,5308
0,963.020178,23688,278148,0,379.0278442,54337644,0
1,5117.732152,1407,391160,55,3601.724703,356024770,5300
0,5444.668812,3328,1220604,252,239.6276211,7392592,17859
0,286.9799924,14540,214812,0,579.1508374,187943745,0
0,1941.018459,2405,701120,0,1422.701638,11086532,0
0,10.10101551,5253,662493,78,2069.361377,166107942,30
1,142.9292664,-200,633501,33,2825.196114,80018393,244
1,615.3238988,5454,32214,42,1339.799923,65929270,4352
1,1461.378512,13510,696870,90,795.113252,139894720,5308
0,2436.521949,0,54072,0,885.8176059,160756920,0
1,4515.642476,326,381312,144,1230.931679,50230965,20283
1,3918.856763,17784,340620,35,2802.344391,62253510,6553
0,332.3152565,8780,89300,188,1621.307971,216256444,3268
1,9.973632086,25974,596440,62,717.1948164,75626719,11
1,116.9360103,1308,854590,255,142.1945573,167210085,7611
0,2708.504567,663,630762,228,2510.18657,406883392,19612
1,523.8856111,27108,142392,102,986.6512342,151122132,2520
1,1.194288248,1312,1247688,172,24.76200906,82713015,368
0,1370.212311,9987,472872,96,475.8787154,79067205,9640
1,4565.5882,-2286,227073,231,1011.802604,108357171,17016
0,1355.199264,1517,620604,108,31.25705436,7622481,16779
0,4173.460316,13384,774848,256,2320.999945,49657461,24620
1,627.8996159,-543,1648704,96,274.2458903,68799978,5543
1,375.9326384,-435,191400,0,809.4243411,54824850,0
0,2429.213209,32130,1481535,297,2794.499925,284021682,12888
0,1705.815086,6327,635742,244,1049.149661,369899152,28824
1,3673.358699,2326,331752,92,3200.375088,217855220,8310
1,2791.723007,8235,220140,144,2391.550756,272103624,17664
0,17.05844452,12750,695998,0,7.63545068,89324466,0
1,2742.53675,5565,361700,0,1729.23359,33391545,0
1,110.5645324,-296,283400,100,19.84156898,17887056,6776
1,3847.071283,4740,680490,180,3595.493937,372215010,9328
1,1102.038594,9265,1664608,352,237.2871246,31808694,20788
0,2449.098312,22056,119418,156,4552.258046,46598673,10676
1,394.1603905,750,265700,75,79.80237998,50648234,11943
1,1355.199799,20184,7150,0,1229.226252,150059856,0
0,1002.699652,2895,1036314,81,525.066649,117991385,5475
0,2018.044949,1114,72051,141,3314.944153,71058480,8328
1,1607.171832,-682,213075,45,583.3969599,1335744,4259
1,1064.80731,4344,641004,84,327.5422782,35210910,5416
1,336.2588961,-540,193170,47,545.9615642,14711730,2014
1,1856.506806,1536,294489,156,1197.205808,66802581,21716
0,3972.263138,6580,575848,182,2394.248993,15731932,13276
0,1666.52703,7630,812324,62,691.8096903,36699475,2156
1,152.4252962,-634,215904,32,150.7818968,3190698,371
1,517.006472,7317,256405,57,1054.188806,112121394,1845
0,881.3159592,6770,761546,142,451.4152761,19330654,4506
0,106.0303971,5336,47920,32,518.6162709,338565990,1728
0,945.0158883,-1475,135756,36,1146.98695,75578751,1268
1,4790.673183,12708,254702,69,2181.493468,25798446,14685
0,321.2698193,3042,836302,116,1978.033565,50841408,650
1,510.6526039,2648,1156480,160,338.0872412,52132608,6960
1,1028.18288,15440,639990,39,734.4903395,119436722,1985
1,1724.814803,12246,414162,21,593.1236631,50176160,4932
1,2059.815872,816,110570,40,1766.933486,176184722,11112
1,987.1515169,584,354960,0,568.9723704,69433128,0
1,2238.718002,25776,72135,135,831.5780126,117784608,21249
0,6203.375206,1763,92471,267,4320.502957,265263264,20262
1,1406.252838,-1140,1169434,0,3774.912743,40602348,0
0,899.4522961,21973,181687,166,745.9204087,49233771,3972
0,923.0938192,10760,425646,156,1448.103429,290470754,4480
1,305.257067,2032,169490,17,22.16692771,23203584,3966
0,710.1957555,3136,97310,40,1370.458508,162857766,8420
1,2027.212239,13617,685499,388,1692.387394,91009416,15984
1,719.345828,4440,86391,348,4133.491303,432544950,3404
1,1187.749179,7021,1556852,246,676.2618159,1197366,6228
1,3139.148337,3267,2136,48,1951.335434,125615100,25096
0,52.48354866,0,166488,0,384.3010257,39093864,0
0,869.279012,14180,590064,152,26.09056221,8858316,28520
1,119.2200103,12072,294483,37,2941.929077,274327830,170
1,1680.108355,384,1380825,95,438.6371503,45909248,2099
1,145.5355402,15665,249534,162,1786.473175,317532690,894
0,8.613263399,0,1181456,0,17.0865496,141078550,0
0,3212.170605,4389,715296,192,1533.325585,110063280,13156
1,1045.432153,21696,51192,0,1138.699735,45212496,0
0,1985.699583,7836,719226,228,2778.448208,170721872,11412
1,2751.767568,-315,1095726,279,2670.983819,453785835,14511
0,3832.89809,4856,35900,40,1411.495452,63421001,10976
1,3827.412483,7308,567456,138,3263.208789,181426581,8846
1,1408.049477,3726,392763,177,1889.245104,138980352,4398
1,53.55813353,2458,269100,75,349.7632308,10094900,786
1,1769.009527,5656,829122,0,343.0458263,25274133,0
0,1765.763594,4494,1471852,0,2526.022919,276840207,0
1,126.7482262,0,1208576,256,72.0078717,48699658,23988
1,3086.997477,4165,578347,116,1226.292913,164772120,17420
1,5095.379877,5892,219324,0,3459.106789,370053957,0
1,1435.461182,0,628537,273,1174.62057,152543208,7710
0,17.25603083,286,203412,46,101.6139942,127106596,790
0,579.5168568,1790,310640,160,569.4495984,161455266,7138
1,61.57031739,12380,228270,63,58.40125694,7330554,816
1,768.9745782,13225,237454,196,201.5916442,3453400,3784
1,3.782503318,7392,781034,92,23.08373566,241111040,1012
0,163.7361753,5747,1461600,90,444.7155379,50897220,243
0,121.4457091,10122,669480,336,1488.177035,273072060,1560
1,265.1542898,5224,997080,280,222.5402075,18280932,2688
0,686.7126583,6903,97747,219,2553.336211,198315853,2736
1,625.8915032,5432,299400,0,663.9543434,404128062,0
0,1661.427473,28260,351730,255,1489.810196,13965252,16206
0,2235.873651,28359,178125,190,774.0931052,16731678,8798
1,3461.240258,3302,411820,118,1581.84933,195547994,10074
1,629.7061898,4810,231724,19,464.2705932,224477484,3715
1,3565.867979,9184,393715,49,1487.412331,209203380,6365
1,143.0470127,415,1085856,192,70.78689755,18301164,11846
0,608.8457656,1388,170730,270,800.5194325,295837830,7290
1,2171.561047,5820,312032,16,3190.044516,233593152,2646
0,975.532046,254,728481,117,1382.432564,78657554,7962
1,287.4216821,-1455,634828,76,397.0011984,245265137,2080
0,1081.946865,5990,215747,0,577.6910865,22839726,0
1,132.8262223,663,955864,56,2450.385049,82238427,154
1,259.2664994,896,755645,165,694.3409237,231132870,2712
0,735.4671157,5700,964404,356,2755.248754,470194370,5076
0,1188.988107,1986,965006,196,1944.949681,28464975,3564
0,4887.886032,1342,868920,208,4289.760841,186158040,22424
1,132.9304359,4140,413930,44,2988.214009,147805644,342
1,1322.500678,849,1457240,85,2140.317663,134829696,2306
0,112.2057672,6190,1558480,0,205.3229885,53506869,0
0,447.9295197,6162,969804,248,382.9278898,52591818,7084
0,1043.58532,4314,874880,256,1029.324106,296428476,19904
1,3908.269869,31536,607257,243,430.3387435,27306720,18309
1,192.5713274,0,776111,147,128.8223598,39093905,6543
1,1309.850192,28260,381425,73,911.9523033,52599105,1590
1,130.3521588,23792,330096,46,734.4957259,110968684,219
1,3735.606144,435,511035,124,3090.710388,373996817,18096
0,5158.966928,314,692100,150,2087.998286,777498,12680
0,1498.158374,10629,115284,52,1603.687892,136198356,6644
1,809.3932664,11424,963171,81,1779.936823,105837835,889
1,1488.888137,13976,684020,184,851.4554887,91543140,15416
1,568.436397,3208,225624,316,452.4777629,66167856,7608
1,1690.305038,14526,461703,132,469.084374,95203656,14356
1,2222.807666,17619,336049,183,597.8488432,57926252,9414
1,4590.213333,-390,421428,252,3056.008757,61172440,19989
1,1689.402749,2260,270298,172,97.78157934,11501112,4112
0,3936.768524,4936,172880,32,935.2106989,144293560,12940
0,355.0457812,12560,1358800,160,255.3125157,46926660,12232
1,32.44867977,26688,364035,0,520.2427675,100103190,0
1,1180.032561,7857,46154,94,1365.632575,128106524,1723
1,640.7437304,3095,1139195,142,1751.517941,400349304,3378
0,239.9253703,8984,182754,72,25.76764121,1106550,1676
1,4013.619428,-1432,542531,37,3187.928035,316605904,4229
1,901.8461472,8216,974970,0,167.8264133,10143720,0
0,991.8494785,3831,1242085,195,2631.298273,197854336,3492
1,54.98284267,483,735424,128,8.00888064,13612544,7030
1,831.037114,1015,670887,276,200.0186198,2642140,5368
0,6140.23998,5040,917316,166,2147.688292,18854614,14518
1,836.2647391,5411,95282,0,374.3480876,10195824,0
1,1621.47912,0,749958,0,435.9072376,34087326,0
0,3036.260497,0,222812,106,554.447569,59408601,12190
1,1879.186581,9090,179333,11,3146.380245,251745908,2653
1,732.9324459,-2400,438005,170,555.9248855,46988662,2178
1,41.47160707,0,734932,44,6.332091453,2587081,4041
0,2031.240512,19578,241600,75,3900.021651,269687873,6114
1,5219.32754,7960,760240,136,2299.408634,287219295,14232
0,807.5420909,3480,771680,80,1218.269908,161880928,2902
0,2208.651228,0,242658,78,3434.065177,54043525,6840
1,1181.529746,1546,399348,144,211.8027775,3762510,18632
0,2596.978405,2863,1317186,78,2146.297632,172917838,3734
1,6109.400536,29112,707916,66,1427.393307,22297738,6219
1,2874.914539,760,179460,18,3072.750385,148379808,3197
1,382.1809094,15786,230208,24,255.8216246,73140440,5296
0,1438.954496,5931,775391,268,478.0411929,66204747,26212
1,2866.479524,2797,358701,31,2947.047425,289950934,3629
1,5945.174978,4458,780786,162,2055.041672,92191050,19137
1,516.4017104,7238,1611066,0,1139.21847,62024853,0
1,4752.600189,6906,141156,36,442.9138837,1502160,7082
0,1772.674855,0,625581,0,589.4574155,29610632,0
1,3765.714102,9633,211400,42,840.6222043,88840440,13224
1,840.0973544,8480,180761,34,1180.838596,206779250,4788
0,1210.145627,1706,1233252,304,570.2468626,75610827,10772
0,5438.27487,9774,77850,0,3004.961272,188397882,0
0,3546.54993,23674,347096,129,1018.143073,94867038,19458
0,2856.23529,0,751205,273,2948.732855,109225343,11487
1,1867.031204,2024,419748,63,97.04592198,11809600,20316
1,111.7611878,9246,1254678,237,122.3910142,360033324,12459
1,145.587983,24808,5175,23,90.0711979,48703337,1521
0,1035.798531,0,1188005,91,1991.335736,267731436,2181
1,202.2247308,-1600,114436,244,344.1013036,438510627,10388
1,3484.025339,17240,974100,75,1821.559443,36440544,5650
1,608.9197458,4887,422331,49,1129.710572,246124508,1907
1,124.542462,4460,258650,200,63.12259546,43743396,8192
0,3518.635379,24496,1001742,122,810.9096131,97064913,8496
1,784.6470158,36,671165,110,356.1691622,44721963,9636
1,1358.835288,0,332006,19,861.4809408,131279475,6191
1,5862.342764,-1680,1312029,219,867.2934919,42138323,20055
1,328.7039717,1988,565174,76,232.8364281,302116482,12316
1,122.6035971,3409,1376688,368,859.891636,348586896,2060
0,24.95162131,0,977868,276,352.6612955,42815331,426
1,15.82168089,13048,201376,14,58.04674565,198716560,622
1,0.39011412,15219,1265160,130,12.50729512,7323476,132
1,1245.912472,1718,425178,117,842.6643711,301457198,13848
1,568.0196695,2605,354165,63,1953.688705,354595635,3420
0,1059.948424,5240,483042,93,869.6016654,300887505,17190
1,636.4050978,16648,341550,276,650.8810352,40420130,4748
0,2398.943562,24780,502032,48,1729.857759,17277416,4471
0,2518.75728,8052,512517,58,1605.787339,70777314,9496
1,1039.837393,0,287166,19,1195.725425,92590080,1781
1,317.285724,18128,78588,148,676.2464554,5629842,2284
0,1733.975669,16878,296457,114,2893.116149,120214250,3662
1,2241.087036,2507,63184,44,1115.746328,114163064,5606
1,67.94959095,2415,138600,56,609.2558829,111321000,178
1,1774.512148,-1580,58374,138,128.7500928,106490,9510
1,199.4120198,2740,93964,13,628.3940501,94511928,324
0,4770.918709,868,184775,190,2329.546962,189736774,11690
1,576.6539758,4662,443856,84,2962.051273,376803702,893
0,1808.516498,28674,896670,82,328.5108996,15975960,4239
0,1152.377578,14855,646568,0,1067.322295,36774216,0
1,1057.41711,9240,483718,164,2774.411229,214598325,6060
1,1561.117113,8271,212401,76,612.8768043,62125497,22344
1,2991.602622,278,460915,0,1101.898384,80851340,0
1,2074.9727,1560,88428,36,2695.477532,275179836,10965
0,340.0318065,2860,1272704,64,100.9294847,19720399,913
0,4271.730214,14552,165420,0,3295.507503,82879785,0
0,489.3535545,1162,1457682,372,645.5158992,48664455,8724
1,1533.417242,3576,692376,204,2347.843642,329150041,7134
1,4711.377878,6561,333882,108,2549.513566,200833920,28148
0,3171.600004,-276,1089816,252,2699.584832,14730772,15582
1,4139.680963,0,62604,12,2932.162084,195505114,6164
1,359.9104103,20608,98400,0,181.5952277,7346367,0
1,650.7784819,30375,88968,48,325.5689147,51465330,3622
1,1628.907154,25398,221746,56,2476.880498,6321040,12732
0,344.9117064,16332,754866,168,414.9850092,105662782,6576
1,38.79296766,5160,148304,156,765.854851,34753015,570
1,750.9617309,151,282672,0,16.7550587,9702900,0
0,202.968322,6380,59475,61,159.3897228,360549200,5603
1,154.4118226,15984,593340,0,141.4768009,18187750,0
1,336.6821783,662,482944,32,1740.583337,170968602,371
1,822.9488147,3645,1376557,0,599.603061,23094008,0
1,242.7199759,16479,353152,256,0.98426592,437865,14796
1,6515.078721,12960,394965,0,2585.546228,14825789,0
1,3173.004439,13482,630294,0,121.0584023,15588189,0
0,6239.91551,16512,1697080,176,3400.204632,73467284,13404
1,5225.743739,8684,498540,56,3333.795641,275313496,10960
1,72.95111752,1390,1205424,0,217.1464597,98565236,0
0,115.3658165,19530,246772,51,994.9069136,118219485,1053
0,812.6625387,18234,301120,96,2462.132398,268936625,3837
1,5304.780371,-1036,183702,51,2489.201534,149938101,6924
1,248.6744159,5292,83200,60,1883.537594,9176544,1635
1,819.063743,-78,872726,164,932.5151399,12881151,1776
1,313.7302143,-604,53286,0,471.5412416,171671436,0
1,1255.133105,0,216160,48,717.9523487,71348421,13935
1,1680.788679,495,834570,90,1133.288632,85727753,12906
1,778.2213281,4152,309666,219,172.1184612,65940000,9495
0,337.9623331,14238,850430,210,222.9222046,33289472,7932
0,665.109686,16407,565692,177,577.9134879,75959648,3135
1,788.6734049,-2727,160515,0,559.1470092,62279280,0
0,1448.950702,17694,830148,132,746.7337613,157847040,18162
0,4591.15004,6615,667683,0,2350.941394,117556128,0
1,1696.013929,7222,130644,19,1139.682247,396014606,6591
1,630.379514,1452,1713056,94,1218.489867,94757786,1551
1,4712.710844,0,905440,240,2374.430673,50525870,17208
1,114.1607061,0,30261,99,4.41514698,11110125,20556
0,241.7862795,0,788888,186,40.66025324,13710789,4335
0,143.5859512,5150,872280,144,186.8915708,185557590,4748
1,536.6332336,26811,1212564,0,72.97954213,17736309,0
1,1060.854704,12876,805473,93,728.2386572,2340870,2172
0,1068.294507,14160,93408,56,1090.656523,240414234,12612
1,1594.015004,17730,107724,36,1542.036254,15729504,6624
0,1123.492958,4396,983144,0,488.9516498,86196504,0
1,130.0284663,-1440,163548,22,329.6821042,206752260,1128
0,2134.709076,0,86940,0,1990.5706,246545271,0
1,114.6377991,6788,1223136,0,30.36885275,119664411,0
0,3233.203194,9030,951966,54,2209.751326,114777960,5718
1,85.89564858,75,502860,102,7.59132265,33542428,15411
0,144.2279452,8840,68400,48,1926.834742,224161232,228
1,2178.144732,1010,1534832,94,2510.022961,13941759,2809
1,3756.699579,25506,217474,388,1450.126929,95349765,19844
1,2762.815948,5663,664032,48,3169.305937,198608025,3779
1,96.27764665,873,335,0,758.9334491,112993551,0
0,4558.241998,24624,171340,208,492.4416563,7855380,21660
1,2360.272791,-2002,56024,282,2662.482726,362669835,10731
1,3489.039943,-504,516958,26,2459.211497,176449528,5187
1,1306.225521,1337,259462,14,536.6998637,62208324,6637
1,72.76016066,774,567987,148,170.7080281,296882040,7476
0,916.0716875,9755,1283679,93,870.0540677,27643626,2568
1,1710.108746,14256,277270,136,1871.550709,280227042,12796
1,3932.20659,180,748644,156,2538.997813,249512796,8010
1,241.1765827,11012,37414,26,731.9289326,281397270,1407
1,3066.560673,20,761120,0,1502.3543,175722586,0
1,4308.843672,1548,977512,228,1683.300677,70585152,14007
0,3107.592525,-656,35579,188,486.7546544,57733324,25716
1,2373.431825,2127,911600,200,146.5888263,9312298,20336
0,2970.290969,25473,593978,0,1757.128649,72234222,0
1,1061.05188,11874,496938,78,593.0643315,122273390,6566
0,1161.045621,13500,185250,0,62.3380199,24704560,0
1,41.40023688,29214,936080,240,1208.818487,277810389,363
1,909.2783106,10576,535424,64,1462.237804,156135408,2460
0,407.6765196,13848,566196,261,879.1725573,335694381,5730
1,3579.586843,7244,1237873,91,1841.294284,284659900,6464
1,1750.107669,5328,131124,252,967.058506,151263889,18204
0,1509.327859,22329,935760,240,261.7725301,12904199,4653
0,363.2889006,6486,231070,70,307.8230305,105030101,5790
1,4067.483756,12320,1819958,0,2409.955137,13026162,0
0,130.2984463,9666,588276,144,1209.774713,493980414,2136
0,2069.194024,10505,1021440,256,1963.208896,143767956,9996
1,2338.904522,-972,818300,392,698.2552351,145050927,20540
1,1930.124557,-1348,18135,26,2046.26856,283997574,9406
1,5278.425238,1808,622810,244,584.5449796,71352874,26512
1,1002.504938,22563,51660,15,75.03001019,10478750,2699
1,2311.678529,0,313038,186,2041.858393,319245784,10538
1,3306.401268,4634,528982,123,1543.66407,280813689,18564
1,5065.822345,7896,452660,0,3962.684327,249928775,0
1,2.4061167,6190,163104,64,255.511085,53646230,52
0,3686.01162,23051,208065,22,1056.919039,86511867,14236
0,427.5524534,5530,178128,36,164.0980931,47195136,2668
0,3685.961415,21056,162800,176,3398.707772,372241016,21352
1,4962.401988,5340,1099644,171,2324.205015,235524448,17922
1,4955.002163,1690,1788848,0,3386.546155,417823842,0
0,1549.149957,1638,1124720,272,834.112548,68007150,10564
0,159.5638109,-1176,495330,66,10.24641376,7396974,3644
1,220.2937774,13200,438743,31,89.54584968,39429048,1203
0,2162.152492,10420,1206126,296,314.3928323,12657344,12324
1,124.3117302,5704,69312,152,828.3732336,376683168,2676
0,1165.193072,7484,386847,212,370.8070461,49714514,16604
1,5525.360002,979,660480,40,1576.62904,100234894,6175
0,492.4111946,6185,489528,234,569.5984969,109868476,10794
1,3213.347808,9472,179550,180,2384.718388,329216580,9338
1,193.2386752,-100,1391661,0,226.3155656,48889620,0
1,1668.378804,0,126475,0,925.4522445,196462925,0
1,580.0697968,-59,160188,252,616.6761432,47130990,6180
1,1514.730076,14980,92204,89,1117.44684,165562428,3237
0,84.55868569,20727,186780,180,87.6801049,337709781,13572
1,1219.444658,564,283608,0,5.962420732,102948,0
1,4397.471949,0,556920,120,4010.050732,252647949,21884
0,536.3860211,4437,365329,61,2900.591974,441236572,888
0,1623.544235,2790,1355376,88,22.35649707,3997940,4212
1,727.1200648,5805,35967,0,1176.871213,421789239,0
0,57.95280229,9405,148485,228,267.1849976,286570200,3696
0,560.9333336,0,1814700,92,134.614333,17844609,2321
0,3854.147147,2425,1123584,252,2558.809863,243035952,15603
1,308.1350372,21894,872212,0,1792.136885,259132569,0
0,5241.060327,3568,1544400,99,4454.379355,394230284,5523
1,1214.655281,17000,1701882,182,1617.598903,60705905,4588
0,250.5693617,13935,730665,39,167.4962984,55521312,6681
1,2019.118022,-736,1009891,0,1302.548774,303301744,0
1,1082.360148,5724,220878,63,735.7497271,231393382,5599
1,3547.342249,25470,315656,66,2484.69991,459394022,19779
1,2281.961842,13900,99756,48,286.5325063,34418318,15068
1,4961.221701,8412,881604,324,2012.510985,283936428,28044
1,1089.754524,3944,642635,86,141.3353611,41421120,7402
1,75.7530203,0,85170,51,98.25391742,76523388,3636
1,2727.769891,1161,1239092,213,1301.026788,37120028,20895
1,523.8087771,0,220031,0,5.911036547,632879,0
1,81.07372044,10524,365750,0,558.4448576,41323705,0
1,2612.195034,384,372704,152,3783.96034,236133324,12912
0,2967.234282,0,1137840,0,1118.101296,36553200,0
1,1671.252191,5880,110078,0,35.08812481,13282204,0
1,4230.633123,0,223504,32,352.181261,44973594,11388
1,2643.020648,9138,391370,0,2599.613375,43181985,0
0,1485.407673,5012,668694,39,4704.596326,67441272,1537
1,1991.430531,15445,408688,164,643.2552913,149563169,18860
1,3381.308136,11560,316020,368,622.3008549,79647384,19300
1,690.4072504,5328,122958,297,856.9272182,78992896,10983
1,1997.037552,1424,246897,252,77.17191057,3894210,9316
0,1122.69331,8664,817880,92,74.53748549,20809646,5091
1,1411.854572,4132,454720,40,2694.703544,267454409,1959
0,632.6709939,8492,250212,174,901.3051063,345301996,9828
1,2373.86173,2240,250464,192,921.2665006,12332853,13868
1,282.3783172,28496,140844,66,39.41065548,10060680,17454
1,2190.34074,9018,1604343,372,1626.02436,280176288,21208
1,27.00212831,5046,982960,0,324.0255397,1702932,0
1,987.6641072,1770,568975,0,1342.451264,255252605,0
1,477.8495936,0,812872,272,3345.860825,302821766,2092
0,54.6624828,9504,181500,220,16.85214288,77597410,21460
1,5174.335551,-1764,546364,364,910.9854332,116296613,26832
0,768.0924212,27736,285413,51,2072.760044,274663925,4230
1,2747.840862,9951,341901,324,1810.392806,199373391,17892
0,2557.377605,6992,869674,62,1227.418815,74712716,3342
0,77.41098468,12424,294336,126,49.51249834,341589164,12170
0,393.9198257,22141,325520,156,414.0702977,245390681,10791
1,3226.075856,6714,271560,0,2011.19087,136790400,0
0,1978.923473,8295,136664,66,1949.619378,274231200,9927
1,304.3529827,8330,159780,30,716.3682451,78420900,1764
0,5093.174197,72,237315,52,3562.267232,44621628,22064
